Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120595,500,,Aggregated,30.600000,0.000000,7500,8700,9200,10000,16000,20000,22000,24000,28000,28000,28000,953,1,7500,7826.466086766817,220.2598749427125,28046.383125009015,3039.581322140609
1780120596,500,,Aggregated,30.600000,0.100000,7700,8800,9300,10000,16000,20000,23000,24000,28000,28000,28000,975,1,7700,7930.058292244585,220.2598749427125,28046.383125009015,3051.1343589743587
1780120597,500,,Aggregated,29.400000,0.100000,7900,8900,9300,10000,16000,21000,23000,25000,28000,28000,28000,1010,2,7900,8052.253996431113,220.2598749427125,28046.383125009015,3055.5326732673266
1780120598,500,,Aggregated,29.400000,0.100000,8000,8900,9400,11000,17000,21000,24000,26000,28000,28000,28000,1033,2,8000,8176.232671001245,220.2598749427125,28046.383125009015,3081.410454985479
1780120599,500,,Aggregated,29.600000,0.100000,8000,9000,9400,11000,17000,21000,24000,26000,28000,28000,28000,1039,2,8000,8191.741195799225,220.2598749427125,28046.383125009015,3074.3484119345526
1780120600,500,,Aggregated,30.600000,0.200000,8100,9100,9900,11000,17000,22000,25000,26000,28000,35000,35000,1083,2,8100,8419.302778529323,220.2598749427125,34867.04341589939,3030.648199445983
1780120601,500,,Aggregated,29.500000,0.200000,8200,9200,10000,11000,17000,22000,26000,27000,30000,35000,35000,1120,2,8200,8566.370819477746,220.2598749427125,34867.04341589939,3028.0285714285715
1780120602,500,,Aggregated,27.700000,0.200000,8300,9300,10000,11000,17000,22000,26000,28000,30000,35000,35000,1163,2,8300,8699.706162279694,220.2598749427125,34867.04341589939,3030.0094582975066
1780120603,500,,Aggregated,25.200000,0.200000,8400,9500,10000,11000,17000,23000,27000,28000,30000,35000,35000,1208,2,8400,8842.28324653471,220.2598749427125,34867.04341589939,3024.42880794702
1780120604,500,,Aggregated,26.200000,0.200000,8500,9600,10000,11000,18000,24000,28000,29000,34000,35000,35000,1242,8,8500,8995.270796414397,220.2598749427125,34867.04341589939,3004.3365539452498
1780120606,500,,Aggregated,29.100000,0.100000,8600,9900,10000,11000,19000,26000,29000,30000,35000,40000,40000,1277,23,8600,9272.253291976875,220.2598749427125,40061.67458300479,2965.1464369616288
1780120607,500,,Aggregated,29.100000,0.100000,8700,10000,10000,11000,21000,27000,29000,31000,35000,40000,40000,1306,43,8700,9596.21394325742,220.2598749427125,40061.67458300479,2909.3200612557425
1780120608,500,,Aggregated,32.100000,2.000000,8700,10000,11000,12000,21000,28000,29000,31000,35000,40000,40000,1322,49,8700,9659.226102543313,220.2598749427125,40061.67458300479,2891.9508320726172
1780120609,500,,Aggregated,33.100000,4.200000,8800,10000,11000,12000,22000,29000,30000,31000,40000,43000,43000,1350,65,8800,9891.794639555053,220.2598749427125,42679.90995908622,2858.6355555555556
1780120610,500,,Aggregated,33.100000,4.200000,8800,10000,11000,12000,23000,29000,30000,32000,40000,43000,43000,1368,72,8800,9982.599587340392,220.2598749427125,42679.90995908622,2846.1016081871344
1780120611,500,,Aggregated,31.300000,6.200000,8900,10000,11000,12000,22000,29000,30000,32000,40000,43000,43000,1416,76,8900,10077.965708645903,220.2598749427125,42679.90995908622,2812.883474576271
1780120612,500,,Aggregated,32.000000,7.000000,9000,10000,11000,13000,23000,29000,31000,33000,40000,43000,43000,1446,89,9000,10271.257481371922,220.2598749427125,42679.90995908622,2815.6237897648684
